bidx	ep	loss_act_b	loss_reg_b	loss_actor_b	loss_critic_b	loss_all
7	14	0.04072272777557373	0.01806061342358589	-2.59348464012146	0.6668099761009216	-1.8678913116455078
8	14	0.04186635836958885	0.020523875951766968	-2.039813756942749	0.8922683000564575	-1.0851552486419678
9	14	0.04175300523638725	0.021094687283039093	-1.2537091970443726	0.5837640762329102	-0.6070973873138428
10	14	0.03269561380147934	0.019983094185590744	-0.6042956709861755	0.7235599160194397	0.17194294929504395
11	14	0.031889837235212326	0.020596005022525787	-1.0639712810516357	0.859322190284729	-0.15216326713562012
12	14	0.04055378586053848	0.020206697285175323	-1.4184976816177368	0.975953221321106	-0.38178396224975586
13	14	0.05166824534535408	0.019835686311125755	-3.003931760787964	1.0053703784942627	-1.9270575046539307
14	14	0.15444721281528473	0.02112647518515587	-2.9484808444976807	0.639062762260437	-2.1338443756103516
15	14	0.09860163927078247	0.020117899402976036	-4.034081935882568	0.8348487615585327	-3.0805134773254395
0	15	0.08671802282333374	0.01786620169878006	-3.182131290435791	0.7856610417366028	-2.2918860912323
1	15	0.051545388996601105	0.018279459327459335	-1.67648184299469	1.0243933200836182	-0.582263708114624
2	15	0.08507343381643295	0.020210761576890945	-1.0930389165878296	1.1347484588623047	0.1469937562942505
3	15	0.11468838155269623	0.021219652146100998	-0.8269605040550232	0.6746763586997986	-0.016376078128814697
4	15	0.059740494936704636	0.0185080636292696	-0.6170703768730164	0.6235617995262146	0.08473998308181763
5	15	0.06694509088993073	0.015739941969513893	0.24175770580768585	0.6565622091293335	0.9810049533843994
6	15	0.03521839901804924	0.013181514106690884	-1.972170114517212	0.7036049365997314	-1.2201652526855469
7	15	0.05077671632170677	0.01524107065051794	-1.0106722116470337	0.7794770002365112	-0.16517740488052368
8	15	0.10863974690437317	0.017434000968933105	-0.20399078726768494	0.7612869739532471	0.6833699345588684
9	15	0.021343575790524483	0.017832284793257713	-0.21355652809143066	0.7007009387016296	0.5263202786445618
10	15	0.03822358697652817	0.01769138127565384	-0.7780815362930298	0.5591926574707031	-0.16297388076782227
11	15	0.03422131389379501	0.019990544766187668	-2.1032779216766357	0.7378433346748352	-1.311222791671753
